strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,market_style_state,selected_strategy,target_position_ratio,adaptive_target_position_ratio,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,governed_nav_drawdown_20d,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,route_reason
production_governed_vol_position,2023-12-14,2023-12-13,238513.71522000004,245916.6,484430.31522000005,0.9688606304400001,4,0.5076408149401612,0.0,0.0,5.0,9.0,487051.6074625,5.0,0.7,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0.0,,,,,,,,,,,,-0.037139344273151464,,,,0.23080330337875013,production_risk_governor_backtest
production_governed_vol_position,2023-12-15,2023-12-14,238513.71522000004,244533.42,483047.13522000005,0.9660942704400001,4,0.5062309703764813,4.0,246680.0,5.0,0.0,485193.71522,5.0,0.45,2.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.0386531173275686,0.0,,,,,,,,,,,,-0.0386531173275686,,,,0.3046775550200889,production_risk_governor_backtest
production_governed_vol_position,2023-12-18,2023-12-15,238513.71522000004,245760.7,484274.4152200001,0.9685488304400002,4,0.507482312251317,4.0,244406.98,5.0,0.0,482920.69522000005,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.03384642215016209,0.0,,,,,,,,,,,,-0.0413980235388387,,,,0.22025225247369545,production_risk_governor_backtest
production_governed_vol_position,2023-12-19,2023-12-18,238513.71522000004,246917.41999999998,485431.13522000005,0.9708622704400001,4,0.5086559185951178,4.0,245685.16,5.0,0.0,484198.87522000005,5.0,0.45,3.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.024829483757981552,0.0,,,,,,,,,,,,-0.0413980235388387,,,,0.2062962545510572,production_risk_governor_backtest
production_governed_vol_position,2023-12-20,2023-12-19,238513.71522000004,246007.68,484521.39522000006,0.9690427904400001,4,0.5077333682825268,4.0,247675.82,5.0,0.0,486189.5352200001,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.010957138663520105,0.0,,,,,,,,,,,,-0.0413980235388387,,,,0.1724500432611061,production_risk_governor_backtest
production_governed_vol_position,2023-12-21,2023-12-20,238513.71522000004,246457.02,484970.73522000003,0.96994147044,4,0.5081894681504819,4.0,245102.04,5.0,0.0,483615.75522000005,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.025159418239912523,0.0,,,,,,,,,,,,-0.0413980235388387,,,,0.20061638160577544,production_risk_governor_backtest
production_governed_vol_position,2023-12-22,2023-12-21,238513.71522000004,243709.58,482223.29522,0.96444659044,4,0.5053874054110445,4.0,246379.16,5.0,0.0,484892.87522000005,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.014742819926437889,0.0,,,,,,,,,,,,-0.0413980235388387,,,,0.22821253101916478,production_risk_governor_backtest
production_governed_vol_position,2023-12-25,2023-12-22,238513.71522000004,242141.54,480655.25522000005,0.9613105104400002,4,0.5037738324304178,4.0,240999.32,5.0,0.0,479513.0352200001,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.029234849591783907,0.0,,,,,,,,,,,,-0.043032925383206466,,,,0.15093513725213592,production_risk_governor_backtest
production_governed_vol_position,2023-12-26,2023-12-25,238513.71522000004,241933.74,480447.45522,0.96089491044,4,0.5035592079246564,4.0,241673.88,5.0,0.0,480187.59522,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,low_liquidity|negative_recent_champion,v1,,-0.03283171386645867,0.0,,,,,,,,,,,,-0.046144684326742125,,,,0.14754345969505842,production_risk_governor_backtest
production_governed_vol_position,2023-12-27,2023-12-26,238513.71522000004,243867.38,482381.09522,0.96476219044,4,0.5055492066677679,4.0,242320.14,5.0,0.0,480833.85522,5.0,0.45,3.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.026364676962728817,0.0,,,,,,,,,,,,-0.04655706124854708,,,,0.14302691082681804,production_risk_governor_backtest
production_governed_vol_position,2023-12-28,2023-12-27,282154.446105,201723.94,483878.386105,0.96775677221,5,0.41688975121163313,0.0,0.0,5.0,8.0,481812.61522000004,5.0,0.45,0.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.005795676280831219,0.0,,,,,,,,,,,,-0.04655706124854708,,,,0.10692004981267059,production_risk_governor_backtest
production_governed_vol_position,2023-12-29,2023-12-28,271781.6094675,213668.97000000003,485450.57946750004,0.9709011589350001,5,0.44014566886371337,4.0,113696.84,5.0,2.0,481097.066105,5.0,0.45,2.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.0011393364487303215,0.0,,,,,,,,,,,,-0.039046101332858796,,,,0.1417697339938752,production_risk_governor_backtest
production_governed_vol_position,2024-01-02,2023-12-29,271781.6094675,206527.21000000002,478308.8194675,0.9566176389350001,5,0.4317863304923506,5.0,211630.32,5.0,0.0,483411.9294675,5.0,0.45,3.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,0.004975589486531984,0.0,,,,,,,,,,,,-0.03335604707578155,,,,0.2292066109870446,production_risk_governor_backtest
production_governed_vol_position,2024-01-03,2024-01-02,271781.6094675,204688.22999999998,476469.8394675,0.952939678935,5,0.42959325658211317,5.0,206482.03,5.0,0.0,478263.63946750003,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01231862672280537,0.0,,,,,,,,,,,,-0.03765890953285289,,,,0.11644352244654047,production_risk_governor_backtest
production_governed_vol_position,2024-01-04,2024-01-03,271781.6094675,207169.61,478951.2194675,0.9579024389349999,5,0.43254845499784306,5.0,203231.62,5.0,0.0,475013.2294675,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01846048821824897,0.0,,,,,,,,,,,,-0.04135887479905376,,,,0.1664490163916391,production_risk_governor_backtest
production_governed_vol_position,2024-01-05,2024-01-04,271781.6094675,202038.58000000002,473820.1894675,0.9476403789350001,5,0.42640348488961577,5.0,206972.42,5.0,0.0,478754.02946750005,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.011496243112176452,0.0,,,,,,,,,,,,-0.04125355329532132,,,,0.17904633674502926,production_risk_governor_backtest
production_governed_vol_position,2024-01-08,2024-01-05,271781.6094675,202929.75,474711.3594675,0.949422718935,5,0.4274802908184739,5.0,201433.84999999998,5.0,0.0,473215.4594675,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.02299220332839602,0.0,,,,,,,,,,,,-0.046585144745789675,,,,0.2210814764375607,production_risk_governor_backtest
production_governed_vol_position,2024-01-09,2024-01-08,271781.6094675,201263.18,473044.7894675,0.946089578935,5,0.4254632636934003,5.0,202795.15999999997,5.0,0.0,474576.7694675,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.015577712290056334,0.0,,,,,,,,,,,,-0.046585144745789675,,,,0.16991077772847205,production_risk_governor_backtest
production_governed_vol_position,2024-01-10,2024-01-09,271781.6094675,199514.30000000002,471295.90946750005,0.9425918189350001,5,0.4233312786979711,5.0,199801.99,5.0,0.0,471583.5994675,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.015833522404777867,0.0,,,,,,,,,,,,-0.04136631092491083,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-11,2024-01-10,271781.6094675,200853.9,472635.50946750003,0.9452710189350001,5,0.42496574204992393,5.0,198782.21000000002,5.0,0.0,470563.8194675,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01904796383677254,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-12,2024-01-11,260964.16682250003,210855.6,471819.76682250004,0.9436395336450001,5,0.44689861431626815,1.0,92969.82,5.0,8.0,471415.1294675,5.0,0.45,1.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.020203083929015264,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-15,2024-01-12,259204.64692000003,213883.43,473088.07692,0.9461761538400001,5,0.45210065616633166,4.0,116968.1,5.0,2.0,471383.13682250003,5.0,0.45,3.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.02492076444985758,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.15469184362527214,production_risk_governor_backtest
production_governed_vol_position,2024-01-16,2024-01-15,259204.64692000003,213799.71,473004.35692000005,0.9460087138400001,5,0.4520036800340938,5.0,212548.22999999998,5.0,0.0,471752.87692,5.0,0.45,3.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.02546603726595742,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.22012291241439697,production_risk_governor_backtest
production_governed_vol_position,2024-01-17,2024-01-16,259204.64692000003,212775.19,471979.83692000003,0.94395967384,5,0.45081415212248804,5.0,212230.5,5.0,0.0,471435.14692,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01109003708818379,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-18,2024-01-17,259204.64692000003,217644.78999999998,476849.43692,0.95369887384,5,0.45642245360670053,5.0,209741.46000000002,5.0,0.0,468946.10692000005,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.009423476945608966,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-19,2024-01-18,259204.64692000003,210836.2,470040.84692000004,0.9400816938400001,5,0.448548676953354,5.0,214867.32,5.0,0.0,474071.96692000004,5.0,0.45,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.004388301902303882,0.0,,,,,,,,,,,,-0.029157798133697788,,,,0.4,production_risk_governor_backtest
production_governed_vol_position,2024-01-22,2024-01-19,259204.64692000003,202236.08,461440.72692000004,0.9228814538400001,5,0.4382709808687122,5.0,208840.59000000003,5.0,0.0,468045.23692000005,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.00797632230856904,0.0,,,,,,,,,,,,-0.03174315409078965,,,,0.2,production_risk_governor_backtest
production_governed_vol_position,2024-01-23,2024-01-22,259204.64692000003,202310.78000000003,461515.42692000006,0.9230308538400002,5,0.4383619012481439,5.0,201467.84000000003,5.0,0.0,460672.48692000005,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.027955161137045548,0.0,,,,,,,,,,,,-0.04945890181825896,,,,0.13115419535476316,production_risk_governor_backtest
production_governed_vol_position,2024-01-24,2024-01-23,259204.64692000003,203857.69,463062.33692000003,0.9261246738400001,5,0.4402381142805381,5.0,202511.51,5.0,0.0,461716.15692000004,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.02437266576908792,0.0,,,,,,,,,,,,-0.04945890181825896,,,,0.11634834108386796,production_risk_governor_backtest
production_governed_vol_position,2024-01-25,2024-01-24,259204.64692000003,216775.04,475979.68692,0.9519593738400001,5,0.4554291831290572,5.0,204014.15,5.0,0.0,463218.79692,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.017470070039018237,0.0,,,,,,,,,,,,-0.04945890181825896,,,,0.16763811730258454,production_risk_governor_backtest
production_governed_vol_position,2024-01-26,2024-01-25,264805.33219750004,211791.54,476596.8721975001,0.9531937443950002,5,0.4443829835128132,1.0,95069.0,5.0,8.0,477113.76692,5.0,0.45,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,0.007075595010344715,0.0,,,,,,,,,,,,-0.04945890181825896,,,,0.3499853441102031,production_risk_governor_backtest
production_governed_vol_position,2024-01-29,2024-01-26,262518.2829475,208234.07,470752.3529475,0.941504705895,5,0.44234313157691857,4.0,117351.06,5.0,2.0,475783.39219750004,5.0,0.45,2.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,0.010124852138289508,0.0,,,,,,,,,,,,-0.04945890181825896,,,,0.13626829297431248,production_risk_governor_backtest
production_governed_vol_position,2024-01-30,2024-01-29,262518.2829475,204196.32,466714.6029475,0.933429205895,5,0.43751860068318826,5.0,206814.06,5.0,0.0,469332.3429475,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.004937186300924323,0.0,,,,,,,,,,,,-0.03656007508858239,,,,0.1484508957105578,production_risk_governor_backtest
production_governed_vol_position,2024-01-31,2024-01-30,262518.2829475,202189.73,464708.0129475,0.9294160258949999,5,0.43508982924045736,5.0,203626.41,5.0,0.0,466144.69294750004,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.013297454622735794,0.0,,,,,,,,,,,,-0.03656007508858239,,,,0.10373923908676654,production_risk_governor_backtest
production_governed_vol_position,2024-02-01,2024-01-31,262518.2829475,200834.94,463353.2229475,0.9267064458950001,5,0.43343809874126094,5.0,200688.76,5.0,0.0,463207.0429475,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01540706488640231,0.0,,,,,,,,,,,,-0.03656007508858239,,,,0.10087762303070157,production_risk_governor_backtest
production_governed_vol_position,2024-02-02,2024-02-01,262518.2829475,199609.41,462127.69294750004,0.9242553858950001,5,0.43193561659737323,5.0,200808.37,5.0,0.0,463326.6529475,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.02830288331611086,0.0,,,,,,,,,,,,-0.032313574908519827,,,,0.15986940596356175,production_risk_governor_backtest
production_governed_vol_position,2024-02-05,2024-02-02,262518.2829475,196062.14,458580.4229475,0.917160845895,5,0.4275414522491422,5.0,197808.46,5.0,0.0,460326.74294749997,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.01683503470890213,0.0,,,,,,,,,,,,-0.032313574908519827,,,,0.16002189021306337,production_risk_governor_backtest
production_governed_vol_position,2024-02-06,2024-02-05,262518.2829475,204383.00999999998,466901.2929475,0.933802585895,5,0.43774350829005204,5.0,195169.54,5.0,0.0,457687.82294750004,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.006198637887019243,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.15781397265690864,production_risk_governor_backtest
production_governed_vol_position,2024-02-07,2024-02-06,262518.2829475,205435.68,467953.9629475,0.935907925895,5,0.4390083133520721,5.0,203987.91,5.0,0.0,466506.19294750004,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,0.011669958821189041,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.1557497457774326,production_risk_governor_backtest
production_governed_vol_position,2024-02-08,2024-02-07,262518.2829475,211631.01,474149.2929475,0.948298585895,5,0.44633834352977253,5.0,207619.97,5.0,0.0,470138.2529475,5.0,0.45,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,0.010563644756850676,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.28915190644792016,production_risk_governor_backtest
production_governed_vol_position,2024-02-19,2024-02-08,264661.6251675,209280.66,473942.2851675,0.9478845703350001,5,0.44157414636686476,1.0,92828.0,5.0,8.0,474545.0029475,5.0,0.45,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,negative_recent_champion,v1,,-0.0038455295946434598,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.11985457482723254,production_risk_governor_backtest
production_governed_vol_position,2024-02-20,2024-02-19,262996.6997975,210306.62,473303.3197975,0.9466066395949999,5,0.4443379355335569,4.0,117822.95999999999,5.0,2.0,473564.5851675,5.0,0.45,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,high_volatility|negative_recent_champion,v1,,-0.005569879251956178,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.1408088048637742,production_risk_governor_backtest
production_governed_vol_position,2024-02-21,2024-02-20,262996.6997975,205222.88,468219.5797975,0.936439159595,5,0.43830478018188973,5.0,206636.8,5.0,0.0,469633.4997975,5.0,0.45,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,high_volatility|negative_recent_champion,v1,,0.005418914709672151,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.12756396505279252,production_risk_governor_backtest
production_governed_vol_position,2024-02-22,2024-02-21,262996.6997975,207730.86,470727.55979749997,0.941455119595,5,0.4412974249677727,5.0,207341.62,5.0,0.0,470338.3197975,5.0,0.45,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,high_volatility|negative_recent_champion,v1,,0.0032246191580367345,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.06208325959584376,production_risk_governor_backtest
production_governed_vol_position,2024-02-23,2024-02-22,262996.6997975,208750.96,471747.6597975,0.943495319595,5,0.442505554960479,5.0,210666.34,5.0,0.0,473663.0397975,5.0,0.45,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.45,0.45,reduce_position,,True,high_volatility|negative_recent_champion,v1,,0.012953395857798755,0.0,,,,,,,,,,,,-0.03831191264584621,,,,0.07867160238610557,production_risk_governor_backtest
production_governed_vol_position,2024-02-26,2024-02-23,262996.6997975,209969.0,472965.6997975,0.9459313995949999,5,0.44394128388146986,5.0,207248.04,5.0,0.0,470244.73979749996,5.0,0.5,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.01811671190415165,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.02991649595730767,production_risk_governor_backtest
production_governed_vol_position,2024-02-27,2024-02-26,262996.6997975,216563.90000000002,479560.5997975,0.959121199595,5,0.45158818320655747,5.0,208075.22,5.0,0.0,471071.9197975,5.0,0.5,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.023452407235917683,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.07104558417094937,production_risk_governor_backtest
production_governed_vol_position,2024-02-28,2024-02-27,262996.6997975,208485.40000000002,471482.0997975,0.942964199595,5,0.4421915489252801,5.0,215643.47999999998,5.0,0.0,478640.17979749996,5.0,0.5,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.04575026712904817,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.06577036199166852,production_risk_governor_backtest
production_governed_vol_position,2024-02-29,2024-02-28,262996.6997975,213727.91999999998,476724.61979749997,0.9534492395949999,5,0.4483257443066103,5.0,207746.02,5.0,0.0,470742.71979749994,5.0,0.5,5.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.009811081954992806,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.0631303779668209,production_risk_governor_backtest
production_governed_vol_position,2024-03-01,2024-02-29,262996.6997975,217178.32,480175.0197975,0.960350039595,5,0.4522899173130429,5.0,213863.32,5.0,0.0,476860.0197975,5.0,0.5,5.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.018742563466620288,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.057388759843720515,production_risk_governor_backtest
production_governed_vol_position,2024-03-04,2024-03-01,248411.38428250002,241327.86000000002,489739.2442825,0.979478488565,5,0.49276806549077173,1.0,96853.42,5.0,8.0,481330.9797975,5.0,0.5,1.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.01270850118227873,0.0,,,,,,,,,,,,-0.03780228176263423,,,,0.054641698172481115,production_risk_governor_backtest
production_governed_vol_position,2024-03-05,2024-03-04,243476.16550250002,240381.09,483857.2555025,0.9677145110049999,5,0.49680166467764786,4.0,139218.47999999998,5.0,2.0,485009.60428250005,5.0,0.5,0.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.033330976385483435,0.0,,,,,,,,,,,,-0.02585633385322128,,,,0.05471772641063692,production_risk_governor_backtest
production_governed_vol_position,2024-03-06,2024-03-05,243476.16550250002,241923.16,485399.32550250005,0.9707986510050001,5,0.49840028053099134,5.0,237258.33,5.0,0.0,480734.4955025,5.0,0.5,2.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.02229846118450096,0.0,,,,,,,,,,,,-0.01742859543847397,,,,0.055213163263262206,production_risk_governor_backtest
production_governed_vol_position,2024-03-07,2024-03-06,243476.16550250002,234733.33000000002,478209.49550250004,0.956418991005,5,0.49085878094775903,5.0,241404.69,5.0,0.0,484880.8555025,5.0,0.5,4.0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.0366916430800055,0.0,,,,,,,,,,,,-0.016845629110087912,,,,0.03813326824443714,production_risk_governor_backtest
production_governed_vol_position,2024-03-08,2024-03-07,243476.16550250002,246234.11,489710.2755025,0.979420551005,5,0.5028158940453822,5.0,239068.87,5.0,0.0,482545.0355025,5.0,0.5,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.015894407602177862,0.0,,,,,,,,,,,,-0.023542627866982135,,,,0.10331132693499992,production_risk_governor_backtest
production_governed_vol_position,2024-03-11,2024-03-08,243476.16550250002,254021.72999999998,497497.8955025,0.994995791005,5,0.510598602117551,5.0,239484.99,5.0,0.0,482961.1555025,5.0,0.5,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.03807674576003306,0.0,,,,,,,,,,,,-0.023542627866982135,,,,0.05627864516993796,production_risk_governor_backtest
production_governed_vol_position,2024-03-12,2024-03-11,243476.16550250002,249378.83000000002,492854.99550250004,0.9857099910050001,5,0.505988236450238,5.0,252255.43,5.0,0.0,495731.5955025,5.0,0.5,4.0,defensive,baseline_full_liquidity_detail_vol_position,defensive,baseline_full_liquidity_detail_vol_position,0.5,0.5,reduce_position,,True,high_volatility,v1,,0.05186886853635153,0.0,,,,,,,,,,,,-0.023542627866982135,,,,0.05715482365377621,production_risk_governor_backtest
