order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,TARGET_REBALANCE,23.08,24.8405,4000,99361.9272,7041.9272,74.521445,0.0,0.0,74.521445,-99436.45,500000.0,400563.55,0,4000,0.0,92320.0,500000.0,492883.55,False,0.6,c0.00075_s0.002
2,2023-11-30,2,2023-11-29,002594,BUY,TARGET_REBALANCE,201.6,620.7707,100,62077.0663,41917.0663,46.5578,0.0,0.0,46.5578,-62123.62,400563.55,338439.93,0,100,92320.0,112480.0,492883.55,450919.93,False,0.6,c0.00075_s0.002
3,2023-11-30,3,2023-11-29,300351,BUY,TARGET_REBALANCE,23.0,23.3159,800,18652.751,252.751,13.989563,0.0,0.0,13.989563,-18666.74,338439.93,319773.19,0,800,112480.0,130880.0,450919.93,450653.19,False,0.6,c0.00075_s0.002
4,2023-11-30,4,2023-11-29,688041,BUY,TARGET_REBALANCE,71.79,72.1854,400,28874.153,158.153,21.655615,0.0,0.0,21.655615,-28895.81,319773.19,290877.38,0,400,130880.0,159596.0,450653.19,450473.38,False,0.6,c0.00075_s0.002
5,2023-11-30,5,2023-11-29,688271,BUY,TARGET_REBALANCE,138.19,139.1303,500,69565.1526,470.1526,52.173864,0.0,0.0,52.173864,-69617.33,290877.38,221260.05,0,500,159596.0,228691.0,450473.38,449951.05,False,0.6,c0.00075_s0.002
6,2023-12-14,1,2023-12-13,002142,SELL,HOLD_EXPIRY,20.58,22.0614,4000,88245.5552,5925.5552,66.184166,0.0,0.0,66.184166,88179.37,221260.05,309439.42,4000,0,219731.0,137411.0,440991.05,446850.42,True,0.4,c0.00075_s0.002
7,2023-12-14,2,2023-12-13,002594,SELL,HOLD_EXPIRY,193.0,591.9169,100,59191.6894,39891.6894,44.393767,0.0,0.0,44.393767,59147.3,309439.42,368586.72,100,0,137411.0,118111.0,446850.42,486697.72,True,0.4,c0.00075_s0.002
8,2023-12-14,3,2023-12-13,300351,SELL,HOLD_EXPIRY,20.48,20.6785,800,16542.7682,158.7682,12.407076,0.0,0.0,12.407076,16530.36,368586.72,385117.08,800,0,118111.0,101727.0,486697.72,486844.08,True,0.4,c0.00075_s0.002
9,2023-12-14,4,2023-12-13,688041,SELL,HOLD_EXPIRY,78.13,78.2467,400,31298.6772,46.6772,23.474008,0.0,0.0,23.474008,31275.2,385117.08,416392.28,400,0,101727.0,70475.0,486844.08,486867.28,True,0.4,c0.00075_s0.002
10,2023-12-14,5,2023-12-13,688271,SELL,HOLD_EXPIRY,140.95,141.3426,500,70671.3241,196.3241,53.003493,0.0,0.0,53.003493,70618.32,416392.28,487010.6,500,0,70475.0,0.0,486867.28,487010.6,True,0.4,c0.00075_s0.002
