trade_date,symbol,shares,close_price,market_value,label
2023-12-25,002558,1200,11.21,13452.00,B2
2023-12-25,600938,1700,20.00,34000.00,B2
2023-12-25,601398,11700,4.80,56160.00,B2
2023-12-25,300750,300,157.54,47262.00,B2
2023-12-26,000568,100,171.14,17114.00,B2
2023-12-26,002558,1200,11.06,13272.00,B2
2023-12-26,600938,1700,20.03,34051.00,B2
2023-12-26,601398,11700,4.82,56394.00,B2
2023-12-26,300750,300,156.13,46839.00,B2
2023-12-27,000568,100,170.27,17027.00,B2
2023-12-27,002558,1200,11.04,13248.00,B2
2023-12-27,600938,1700,20.62,35054.00,B2
2023-12-27,601398,11700,4.83,56511.00,B2
2023-12-27,300750,300,154.33,46299.00,B2
2023-12-28,600938,2900,20.66,59914.00,B2
2023-12-28,300750,300,162.99,48897.00,B2
2023-12-28,002786,700,17.01,11907.00,B2
2023-12-28,002855,400,39.06,15624.00,B2
2023-12-28,300735,2100,22.89,48069.00,B2
2023-12-29,300750,300,163.26,48978.00,B2
2023-12-29,002786,700,16.06,11242.00,B2
2023-12-29,002855,400,37.61,15044.00,B2
2023-12-29,300735,2100,23.54,49434.00,B2
2023-12-29,600941,600,99.48,59688.00,B2
2024-01-02,300750,300,156.83,47049.00,B2
2024-01-02,002786,700,15.40,10780.00,B2
2024-01-02,002855,400,36.50,14600.00,B2
2024-01-02,300735,2100,22.00,46200.00,B2
2024-01-02,600941,600,98.73,59238.00,B2
2024-01-03,002786,700,14.93,10451.00,B2
2024-01-03,002855,400,37.75,15100.00,B2
2024-01-03,300735,2100,21.52,45192.00,B2
2024-01-03,600941,600,97.90,58740.00,B2
2024-01-03,002241,2500,20.05,50125.00,B2
2024-01-04,002786,700,16.42,11494.00,B2
2024-01-04,002855,400,39.23,15692.00,B2
2024-01-04,300735,2100,21.33,44793.00,B2
2024-01-04,600941,600,99.19,59514.00,B2
2024-01-04,002241,2500,19.67,49175.00,B2
2024-01-05,002786,700,15.27,10689.00,B2
2024-01-05,002855,400,36.02,14408.00,B2
2024-01-05,300735,2100,20.88,43848.00,B2
2024-01-05,600941,600,98.25,58950.00,B2
2024-01-05,002241,2500,19.78,49450.00,B2
2024-01-08,002786,700,16.80,11760.00,B2
2024-01-08,002855,400,35.96,14384.00,B2
2024-01-08,300735,2100,20.37,42777.00,B2
2024-01-08,600941,600,98.39,59034.00,B2
2024-01-08,002241,2500,19.39,48475.00,B2
2024-01-09,002786,700,17.70,12390.00,B2
2024-01-09,002855,400,33.69,13476.00,B2
2024-01-09,300735,2100,20.11,42231.00,B2
2024-01-09,600941,600,97.86,58716.00,B2
2024-01-09,002241,2500,19.34,48350.00,B2
2024-01-10,002786,700,17.28,12096.00,B2
2024-01-10,002855,400,31.88,12752.00,B2
2024-01-10,300735,2100,19.80,41580.00,B2
2024-01-10,600941,600,96.53,57918.00,B2
2024-01-10,002241,2500,18.69,46725.00,B2
2024-01-11,002786,700,16.52,11564.00,B2
2024-01-11,002855,400,33.86,13544.00,B2
2024-01-11,300735,2100,20.22,42462.00,B2
2024-01-11,600941,600,95.36,57216.00,B2
2024-01-11,002241,2500,19.12,47800.00,B2
2024-01-12,600941,600,95.30,57180.00,B2
2024-01-12,002241,2500,18.30,45750.00,B2
2024-01-12,002415,500,30.43,15215.00,B2
2024-01-12,601398,6300,4.81,30303.00,B2
2024-01-12,601857,3100,7.23,22413.00,B2
2024-01-15,002241,2500,18.65,46625.00,B2
2024-01-15,002415,500,30.50,15250.00,B2
2024-01-15,601398,6300,4.86,30618.00,B2
2024-01-15,601857,3100,7.33,22723.00,B2
2024-01-15,000158,7000,9.32,65240.00,B2
2024-01-16,002241,2500,18.95,47375.00,B2
2024-01-16,002415,500,30.67,15335.00,B2
2024-01-16,601398,6300,4.89,30807.00,B2
2024-01-16,601857,3100,7.34,22754.00,B2
2024-01-16,000158,7000,9.28,64960.00,B2
2024-01-17,002415,500,30.98,15490.00,B2
2024-01-17,601398,6300,4.84,30492.00,B2
2024-01-17,601857,3100,7.20,22320.00,B2
2024-01-17,000158,7000,9.31,65170.00,B2
2024-01-17,000338,2900,14.72,42688.00,B2
2024-01-18,002415,500,31.63,15815.00,B2
2024-01-18,601398,6300,4.85,30555.00,B2
2024-01-18,601857,3100,7.19,22289.00,B2
2024-01-18,000158,7000,9.72,68040.00,B2
2024-01-18,000338,2900,14.60,42340.00,B2
2024-01-19,002415,500,31.68,15840.00,B2
2024-01-19,601398,6300,4.89,30807.00,B2
2024-01-19,601857,3100,7.14,22134.00,B2
2024-01-19,000158,7000,9.05,63350.00,B2
2024-01-19,000338,2900,14.30,41470.00,B2
2024-01-22,002415,500,30.89,15445.00,B2
2024-01-22,601398,6300,4.89,30807.00,B2
2024-01-22,601857,3100,7.05,21855.00,B2
2024-01-22,000158,7000,8.39,58730.00,B2
2024-01-22,000338,2900,14.03,40687.00,B2
2024-01-23,002415,500,30.74,15370.00,B2
2024-01-23,601398,6300,4.89,30807.00,B2
2024-01-23,601857,3100,7.01,21731.00,B2
2024-01-23,000158,7000,8.41,58870.00,B2
2024-01-23,000338,2900,14.09,40861.00,B2
2024-01-24,002415,500,31.38,15690.00,B2
2024-01-24,601398,6300,4.97,31311.00,B2
2024-01-24,601857,3100,7.26,22506.00,B2
2024-01-24,000158,7000,8.31,58170.00,B2
2024-01-24,000338,2900,14.70,42630.00,B2
2024-01-25,002415,500,32.06,16030.00,B2
2024-01-25,601398,6300,5.01,31563.00,B2
2024-01-25,601857,3100,7.99,24769.00,B2
2024-01-25,000158,7000,9.14,63980.00,B2
2024-01-25,000338,2900,15.09,43761.00,B2
2024-01-26,000158,7000,9.14,63980.00,B2
2024-01-26,000338,2900,15.16,43964.00,B2
2024-01-26,300059,1800,13.12,23616.00,B2
2024-01-26,600030,1500,20.83,31245.00,B2
2024-01-26,601099,5800,3.44,19952.00,B2
2024-01-29,000338,2900,15.02,43558.00,B2
2024-01-29,300059,1800,12.82,23076.00,B2
2024-01-29,600030,1500,20.58,30870.00,B2
2024-01-29,601099,5800,3.32,19256.00,B2
2024-01-29,000002,6300,10.06,63378.00,B2
2024-01-30,000338,2900,14.93,43297.00,B2
2024-01-30,300059,1800,12.56,22608.00,B2
2024-01-30,600030,1500,20.44,30660.00,B2
2024-01-30,601099,5800,3.30,19140.00,B2
2024-01-30,000002,6300,9.79,61677.00,B2
2024-01-31,300059,1800,12.48,22464.00,B2
2024-01-31,600030,1500,20.50,30750.00,B2
2024-01-31,601099,5800,3.22,18676.00,B2
2024-01-31,000002,6300,9.60,60480.00,B2
2024-01-31,601857,5600,8.36,46816.00,B2
2024-02-01,300059,1800,12.69,22842.00,B2
2024-02-01,600030,1500,20.44,30660.00,B2
2024-02-01,601099,5800,3.22,18676.00,B2
2024-02-01,000002,6300,9.44,59472.00,B2
2024-02-01,601857,5600,8.15,45640.00,B2
2024-02-02,300059,1800,12.45,22410.00,B2
2024-02-02,600030,1500,20.18,30270.00,B2
2024-02-02,601099,5800,3.12,18096.00,B2
2024-02-02,000002,6300,9.49,59787.00,B2
2024-02-02,601857,5600,8.10,45360.00,B2
2024-02-05,300059,1800,12.33,22194.00,B2
2024-02-05,600030,1500,20.18,30270.00,B2
2024-02-05,601099,5800,2.96,17168.00,B2
2024-02-05,000002,6300,9.18,57834.00,B2
2024-02-05,601857,5600,8.31,46536.00,B2
2024-02-06,300059,1800,13.20,23760.00,B2
2024-02-06,600030,1500,21.14,31710.00,B2
2024-02-06,601099,5800,3.16,18328.00,B2
2024-02-06,000002,6300,9.51,59913.00,B2
2024-02-06,601857,5600,8.12,45472.00,B2
2024-02-07,300059,1800,13.13,23634.00,B2
2024-02-07,600030,1500,21.18,31770.00,B2
2024-02-07,601099,5800,3.21,18618.00,B2
2024-02-07,000002,6300,9.52,59976.00,B2
2024-02-07,601857,5600,8.31,46536.00,B2
2024-02-08,300059,1800,13.27,23886.00,B2
2024-02-08,600030,1500,21.25,31875.00,B2
2024-02-08,601099,5800,3.29,19082.00,B2
2024-02-08,000002,6300,10.06,63378.00,B2
2024-02-08,601857,5600,8.28,46368.00,B2
2024-02-19,000002,6300,9.84,61992.00,B2
2024-02-19,601857,5600,8.65,48440.00,B2
2024-02-19,000895,1300,29.31,38103.00,B2
2024-02-19,002340,2600,5.10,13260.00,B2
2024-02-19,600111,800,18.53,14824.00,B2
2024-02-20,601857,5600,8.64,48384.00,B2
2024-02-20,000895,1300,29.78,38714.00,B2
2024-02-20,002340,2600,5.02,13052.00,B2
2024-02-20,600111,800,18.34,14672.00,B2
2024-02-20,002463,2300,26.05,59915.00,B2
2024-02-21,601857,5600,8.71,48776.00,B2
2024-02-21,000895,1300,29.79,38727.00,B2
2024-02-21,002340,2600,5.02,13052.00,B2
2024-02-21,600111,800,18.40,14720.00,B2
2024-02-21,002463,2300,24.54,56442.00,B2
2024-02-22,000895,1300,29.97,38961.00,B2
2024-02-22,002340,2600,5.04,13104.00,B2
2024-02-22,600111,800,18.65,14920.00,B2
2024-02-22,002463,2300,24.92,57316.00,B2
2024-02-22,600839,11800,4.81,56758.00,B2
2024-02-23,000895,1300,29.70,38610.00,B2
2024-02-23,002340,2600,5.08,13208.00,B2
2024-02-23,600111,800,18.58,14864.00,B2
2024-02-23,002463,2300,25.32,58236.00,B2
2024-02-23,600839,11800,4.77,56286.00,B2
2024-02-26,000895,1300,29.44,38272.00,B2
2024-02-26,002340,2600,5.35,13910.00,B2
2024-02-26,600111,800,18.53,14824.00,B2
2024-02-26,002463,2300,25.55,58765.00,B2
2024-02-26,600839,11800,5.08,59944.00,B2
2024-02-27,000895,1300,29.39,38207.00,B2
2024-02-27,002340,2600,5.38,13988.00,B2
2024-02-27,600111,800,18.69,14952.00,B2
2024-02-27,002463,2300,27.09,62307.00,B2
2024-02-27,600839,11800,5.31,62658.00,B2
2024-02-28,000895,1300,29.36,38168.00,B2
2024-02-28,002340,2600,5.24,13624.00,B2
2024-02-28,600111,800,18.45,14760.00,B2
2024-02-28,002463,2300,25.30,58190.00,B2
2024-02-28,600839,11800,4.95,58410.00,B2
2024-02-29,000895,1300,29.22,37986.00,B2
2024-02-29,002340,2600,5.36,13936.00,B2
2024-02-29,600111,800,18.85,15080.00,B2
2024-02-29,002463,2300,26.40,60720.00,B2
2024-02-29,600839,11800,5.14,60652.00,B2
2024-03-01,000895,1300,29.14,37882.00,B2
2024-03-01,002340,2600,5.38,13988.00,B2
2024-03-01,600111,800,19.07,15256.00,B2
2024-03-01,002463,2300,27.25,62675.00,B2
2024-03-01,600839,11800,5.25,61950.00,B2
2024-03-04,002463,2300,28.34,65182.00,B2
2024-03-04,600839,11800,5.78,68204.00,B2
2024-03-04,002281,600,36.32,21792.00,B2
2024-03-04,300045,800,23.85,19080.00,B2
2024-03-04,603220,500,37.00,18500.00,B2
2024-03-05,600839,11800,5.63,66434.00,B2
2024-03-05,002281,600,35.47,21282.00,B2
2024-03-05,300045,800,22.88,18304.00,B2
2024-03-05,603220,500,35.54,17770.00,B2
2024-03-05,000938,2500,24.77,61925.00,B2
2024-03-06,600839,11800,5.55,65490.00,B2
2024-03-06,002281,600,37.90,22740.00,B2
2024-03-06,300045,800,23.39,18712.00,B2
2024-03-06,603220,500,34.59,17295.00,B2
2024-03-06,000938,2500,24.59,61475.00,B2
2024-03-07,002281,600,35.42,21252.00,B2
2024-03-07,300045,800,21.98,17584.00,B2
2024-03-07,603220,500,33.62,16810.00,B2
2024-03-07,000938,2500,25.00,62500.00,B2
2024-03-07,002456,7300,9.10,66430.00,B2
2024-03-08,002281,600,38.96,23376.00,B2
2024-03-08,300045,800,22.48,17984.00,B2
2024-03-08,603220,500,36.77,18385.00,B2
2024-03-08,000938,2500,24.93,62325.00,B2
2024-03-08,002456,7300,9.30,67890.00,B2
2024-03-11,002281,600,42.86,25716.00,B2
2024-03-11,300045,800,22.64,18112.00,B2
2024-03-11,603220,500,36.61,18305.00,B2
2024-03-11,000938,2500,24.75,61875.00,B2
2024-03-11,002456,7300,9.75,71175.00,B2
2024-03-12,002281,600,40.66,24396.00,B2
2024-03-12,300045,800,23.58,18864.00,B2
2024-03-12,603220,500,36.99,18495.00,B2
2024-03-12,000938,2500,24.22,60550.00,B2
2024-03-12,002456,7300,9.63,70299.00,B2
2024-03-13,002281,600,39.34,23604.00,B2
2024-03-13,300045,800,24.11,19288.00,B2
2024-03-13,603220,500,36.56,18280.00,B2
2024-03-13,000938,2500,23.47,58675.00,B2
2024-03-13,002456,7300,9.53,69569.00,B2
2024-03-14,002281,600,40.42,24252.00,B2
2024-03-14,300045,800,23.75,19000.00,B2
2024-03-14,603220,500,35.01,17505.00,B2
2024-03-14,000938,2500,23.06,57650.00,B2
2024-03-14,002456,7300,9.64,70372.00,B2
2024-03-15,002281,600,39.91,23946.00,B2
2024-03-15,300045,800,24.54,19632.00,B2
2024-03-15,603220,500,36.13,18065.00,B2
2024-03-15,000938,2500,23.17,57925.00,B2
2024-03-15,002456,7300,9.79,71467.00,B2
2024-03-18,000938,2500,23.87,59675.00,B2
2024-03-18,002456,7300,10.50,76650.00,B2
2024-03-18,601138,1100,25.01,27511.00,B2
2024-03-18,601225,2200,24.34,53548.00,B2
2024-03-18,601899,4500,15.78,71010.00,B2
2024-03-19,002456,7300,10.40,75920.00,B2
2024-03-19,601138,1100,25.51,28061.00,B2
2024-03-19,601225,2200,24.80,54560.00,B2
2024-03-19,601899,4500,15.53,69885.00,B2
2024-03-19,603993,7200,7.69,55368.00,B2
2024-03-20,002456,7300,10.51,76723.00,B2
2024-03-20,601138,1100,25.08,27588.00,B2
2024-03-20,601225,2200,25.02,55044.00,B2
2024-03-20,601899,4500,15.51,69795.00,B2
2024-03-20,603993,7200,7.59,54648.00,B2
2024-03-21,601138,1100,24.99,27489.00,B2
2024-03-21,601225,2200,25.10,55220.00,B2
2024-03-21,601899,4500,15.62,70290.00,B2
2024-03-21,603993,7200,7.74,55728.00,B2
2024-03-21,300496,1100,61.81,67991.00,B2
2024-03-22,601138,1100,24.43,26873.00,B2
2024-03-22,601225,2200,25.38,55836.00,B2
2024-03-22,601899,4500,15.39,69255.00,B2
2024-03-22,603993,7200,7.48,53856.00,B2
2024-03-22,300496,1100,57.50,63250.00,B2
2024-03-25,601138,1100,23.91,26301.00,B2
2024-03-25,601225,2200,25.99,57178.00,B2
2024-03-25,601899,4500,15.74,70830.00,B2
2024-03-25,603993,7200,7.82,56304.00,B2
2024-03-25,300496,1100,54.65,60115.00,B2
2024-03-26,601138,1100,23.73,26103.00,B2
2024-03-26,601225,2200,25.26,55572.00,B2
2024-03-26,601899,4500,15.53,69885.00,B2
2024-03-26,603993,7200,7.78,56016.00,B2
2024-03-26,300496,1100,54.28,59708.00,B2
2024-03-27,601138,1100,22.41,24651.00,B2
2024-03-27,601225,2200,25.14,55308.00,B2
2024-03-27,601899,4500,15.72,70740.00,B2
2024-03-27,603993,7200,7.89,56808.00,B2
2024-03-27,300496,1100,50.52,55572.00,B2
2024-03-28,601138,1100,23.45,25795.00,B2
2024-03-28,601225,2200,25.00,55000.00,B2
2024-03-28,601899,4500,16.10,72450.00,B2
2024-03-28,603993,7200,8.17,58824.00,B2
2024-03-28,300496,1100,51.68,56848.00,B2
2024-03-29,601138,1100,22.77,25047.00,B2
2024-03-29,601225,2200,25.09,55198.00,B2
2024-03-29,601899,4500,16.82,75690.00,B2
2024-03-29,603993,7200,8.32,59904.00,B2
2024-03-29,300496,1100,51.27,56397.00,B2
2024-04-01,603993,7200,8.25,59400.00,B2
2024-04-01,300496,1100,52.95,58245.00,B2
2024-04-01,000977,800,44.03,35224.00,B2
2024-04-01,300975,1200,13.43,16116.00,B2
2024-04-01,601166,6500,15.83,102895.00,B2
2024-04-02,300496,1100,51.94,57134.00,B2
2024-04-02,000977,800,41.55,33240.00,B2
2024-04-02,300975,1200,12.45,14940.00,B2
2024-04-02,601166,6500,15.59,101335.00,B2
2024-04-02,600309,700,85.00,59500.00,B2
2024-04-03,300496,1100,50.73,55803.00,B2
2024-04-03,000977,800,39.35,31480.00,B2
2024-04-03,300975,1200,11.30,13560.00,B2
2024-04-03,601166,6500,15.41,100165.00,B2
2024-04-03,600309,700,84.90,59430.00,B2
2024-04-08,000977,800,39.80,31840.00,B2
2024-04-08,300975,1200,11.20,13440.00,B2
2024-04-08,601166,6500,15.48,100620.00,B2
2024-04-08,600309,700,87.00,60900.00,B2
2024-04-08,601857,5600,10.27,57512.00,B2
2024-04-09,000977,800,38.47,30776.00,B2
2024-04-09,300975,1200,11.33,13596.00,B2
2024-04-09,601166,6500,15.46,100490.00,B2
2024-04-09,600309,700,86.90,60830.00,B2
2024-04-09,601857,5600,10.12,56672.00,B2
2024-04-10,000977,800,37.10,29680.00,B2
2024-04-10,300975,1200,11.93,14316.00,B2
2024-04-10,601166,6500,15.72,102180.00,B2
2024-04-10,600309,700,87.42,61194.00,B2
2024-04-10,601857,5600,10.27,57512.00,B2
2024-04-11,000977,800,37.79,30232.00,B2
2024-04-11,300975,1200,10.21,12252.00,B2
2024-04-11,601166,6500,15.65,101725.00,B2
2024-04-11,600309,700,86.80,60760.00,B2
2024-04-11,601857,5600,10.23,57288.00,B2
2024-04-12,000977,800,37.85,30280.00,B2
2024-04-12,300975,1200,9.91,11892.00,B2
2024-04-12,601166,6500,15.49,100685.00,B2
2024-04-12,600309,700,86.11,60277.00,B2
2024-04-12,601857,5600,10.27,57512.00,B2
2024-04-15,000977,800,37.75,30200.00,B2
2024-04-15,300975,1200,9.43,11316.00,B2
2024-04-15,601166,6500,15.77,102505.00,B2
2024-04-15,600309,700,88.00,61600.00,B2
2024-04-15,601857,5600,10.67,59752.00,B2
2024-04-16,000977,800,36.67,29336.00,B2
2024-04-16,300975,1200,8.46,10152.00,B2
2024-04-16,601166,6500,15.93,103545.00,B2
2024-04-16,600309,700,87.00,60900.00,B2
2024-04-16,601857,5600,10.90,61040.00,B2
2024-04-17,600309,700,87.08,60956.00,B2
2024-04-17,601857,5600,10.93,61208.00,B2
2024-04-17,300760,100,272.56,27256.00,B2
2024-04-17,600019,7700,7.21,55517.00,B2
2024-04-17,601658,9900,4.86,48114.00,B2
2024-04-18,601857,5600,10.62,59472.00,B2
2024-04-18,300760,100,272.20,27220.00,B2
2024-04-18,600019,7700,7.29,56133.00,B2
2024-04-18,601658,9900,4.91,48609.00,B2
2024-04-18,601668,14200,5.38,76396.00,B2
2024-04-19,601857,5600,10.92,61152.00,B2
2024-04-19,300760,100,271.39,27139.00,B2
2024-04-19,600019,7700,7.36,56672.00,B2
2024-04-19,601658,9900,4.88,48312.00,B2
2024-04-19,601668,14200,5.36,76112.00,B2
2024-04-22,601857,5500,10.63,58465.00,B2
2024-04-22,300760,100,278.53,27853.00,B2
2024-04-22,600019,7700,7.28,56056.00,B2
2024-04-22,601658,9900,4.84,47916.00,B2
2024-04-22,601668,14200,5.36,76112.00,B2
2024-04-23,300760,100,284.50,28450.00,B2
2024-04-23,600019,7700,7.03,54131.00,B2
2024-04-23,601658,9900,4.85,48015.00,B2
2024-04-23,601668,14200,5.22,74124.00,B2
2024-04-23,002415,1800,32.60,58680.00,B2
2024-04-24,300760,100,285.85,28585.00,B2
2024-04-24,600019,7700,7.07,54439.00,B2
2024-04-24,601658,9900,4.81,47619.00,B2
2024-04-24,601668,14200,5.27,74834.00,B2
2024-04-24,002415,1800,32.51,58518.00,B2
2024-04-25,300760,100,285.10,28510.00,B2
2024-04-25,600019,7700,7.11,54747.00,B2
2024-04-25,601658,9900,4.84,47916.00,B2
2024-04-25,601668,14200,5.29,75118.00,B2
2024-04-25,002415,1800,32.64,58752.00,B2
2024-04-26,300760,100,288.80,28880.00,B2
2024-04-26,600019,7700,7.09,54593.00,B2
2024-04-26,601658,9900,4.74,46926.00,B2
2024-04-26,601668,14200,5.35,75970.00,B2
2024-04-26,002415,1800,32.87,59166.00,B2
2024-04-29,300760,100,302.11,30211.00,B2
2024-04-29,600019,7700,7.03,54131.00,B2
2024-04-29,601658,9900,4.74,46926.00,B2
2024-04-29,601668,14200,5.45,77390.00,B2
2024-04-29,002415,1800,33.26,59868.00,B2
2024-04-30,300760,100,304.59,30459.00,B2
2024-04-30,600019,7700,6.95,53515.00,B2
2024-04-30,601658,9900,4.80,47520.00,B2
2024-04-30,601668,14200,5.36,76112.00,B2
2024-04-30,002415,1800,33.11,59598.00,B2
2024-05-06,601668,14200,5.42,76964.00,B2
2024-05-06,002415,1800,33.76,60768.00,B2
2024-05-06,600570,900,21.21,19089.00,B2
2024-05-06,600887,2000,28.80,57600.00,B2
2024-05-06,601919,4000,12.02,48080.00,B2
2024-05-07,002415,1800,33.63,60534.00,B2
2024-05-07,600570,900,21.28,19152.00,B2
2024-05-07,600887,2000,28.35,56700.00,B2
2024-05-07,601919,4000,12.07,48280.00,B2
2024-05-07,601816,16000,5.16,82560.00,B2
2024-05-08,002415,1800,32.74,58932.00,B2
2024-05-08,600570,900,20.79,18711.00,B2
2024-05-08,600887,2000,28.23,56460.00,B2
2024-05-08,601919,4000,12.21,48840.00,B2
2024-05-08,601816,16000,5.13,82080.00,B2
2024-05-09,002415,1800,33.05,59490.00,B2
2024-05-09,600570,900,21.25,19125.00,B2
2024-05-09,600887,2000,28.22,56440.00,B2
2024-05-09,601919,4000,13.33,53320.00,B2
2024-05-09,601816,16000,5.15,82400.00,B2
2024-05-10,600570,900,21.09,18981.00,B2
2024-05-10,600887,2000,27.95,55900.00,B2
2024-05-10,601919,4000,13.35,53400.00,B2
2024-05-10,601816,16000,5.15,82400.00,B2
2024-05-10,300107,4500,12.44,55980.00,B2
2024-05-13,600570,900,20.83,18747.00,B2
2024-05-13,600887,2000,28.00,56000.00,B2
2024-05-13,601919,4000,14.07,56280.00,B2
2024-05-13,601816,16000,5.22,83520.00,B2
2024-05-13,300107,4500,12.73,57285.00,B2
2024-05-14,600570,900,20.93,18837.00,B2
2024-05-14,600887,2000,27.86,55720.00,B2
2024-05-14,601919,4000,13.96,55840.00,B2
2024-05-14,601816,16000,5.24,83840.00,B2
2024-05-14,300107,4500,12.05,54225.00,B2
2024-05-15,600570,900,20.56,18504.00,B2
2024-05-15,600887,2000,27.80,55600.00,B2
2024-05-15,601919,4000,14.28,57120.00,B2
2024-05-15,601816,16000,5.22,83520.00,B2
2024-05-15,300107,4500,11.89,53505.00,B2
2024-05-16,600570,900,20.91,18819.00,B2
2024-05-16,600887,2000,27.77,55540.00,B2
2024-05-16,601919,4000,14.10,56400.00,B2
2024-05-16,601816,16000,5.19,83040.00,B2
2024-05-16,300107,4500,13.00,58500.00,B2
2024-05-17,600570,900,21.26,19134.00,B2
2024-05-17,600887,2000,28.11,56220.00,B2
2024-05-17,601919,4000,14.06,56240.00,B2
2024-05-17,601816,16000,5.25,84000.00,B2
2024-05-17,300107,4500,13.00,58500.00,B2
2024-05-20,601816,16000,5.25,84000.00,B2
2024-05-20,300107,4500,12.97,58365.00,B2
2024-05-20,000002,3600,9.18,33048.00,B2
2024-05-20,600066,900,25.55,22995.00,B2
2024-05-20,601668,13900,5.80,80620.00,B2
2024-05-21,300107,4500,12.29,55305.00,B2
2024-05-21,000002,3600,9.19,33084.00,B2
2024-05-21,600066,900,25.87,23283.00,B2
2024-05-21,601668,13900,5.83,81037.00,B2
2024-05-21,603993,9600,8.42,80832.00,B2
2024-05-22,300107,4500,12.28,55260.00,B2
2024-05-22,000002,3600,9.40,33840.00,B2
2024-05-22,600066,900,24.37,21933.00,B2
2024-05-22,601668,13900,5.89,81871.00,B2
2024-05-22,603993,9600,8.21,78816.00,B2
2024-05-23,300107,4500,11.54,51930.00,B2
2024-05-23,000002,3600,9.56,34416.00,B2
2024-05-23,600066,900,24.54,22086.00,B2
