strategy,start_date,trough_date,nav,peak_nav,drawdown
adaptive_market_style,2023-06-19,2025-08-01,0.8812121230449984,1.5463851504099992,-0.43014706083322185
adaptive_market_style,2023-06-19,2025-08-04,0.8819420030449983,1.5463851504099992,-0.42967506975143577
adaptive_market_style,2023-06-19,2025-07-31,0.8820551216849984,1.5463851504099992,-0.4296019193852607
adaptive_market_style,2023-06-19,2025-08-12,0.8840881947949982,1.5463851504099992,-0.42828719316103336
adaptive_market_style,2023-06-19,2025-08-05,0.8846077230449982,1.5463851504099992,-0.4279512301250056
adaptive_market_style,2023-06-19,2025-08-13,0.8850252347949983,1.5463851504099992,-0.4276812380406343
adaptive_market_style,2023-06-19,2025-08-21,0.8876321906349982,1.5463851504099992,-0.42599539939991227
adaptive_market_style,2023-06-19,2025-08-07,0.8876628030449983,1.5463851504099992,-0.4259756032902613
adaptive_market_style,2023-06-19,2025-08-06,0.8880727630449983,1.5463851504099992,-0.4257104946917396
adaptive_market_style,2023-06-19,2025-08-08,0.8890850030449983,1.5463851504099992,-0.42505591003038823
adaptive_market_style,2023-06-19,2025-08-11,0.8903251947949983,1.5463851504099992,-0.4242539159413534
adaptive_market_style,2023-06-19,2025-08-14,0.8922773134949983,1.5463851504099992,-0.4229915404590989
adaptive_market_style,2023-06-19,2025-07-30,0.8934751657949984,1.5463851504099992,-0.4222169259979587
adaptive_market_style,2023-06-19,2025-08-15,0.8945661906349983,1.5463851504099992,-0.4215113935892243
adaptive_market_style,2023-06-19,2025-07-18,0.8998485660449984,1.5463851504099992,-0.4180954429066924
adaptive_market_style,2023-06-19,2025-08-22,0.9008501906349984,1.5463851504099992,-0.41744772290644905
adaptive_market_style,2023-06-19,2025-09-04,0.9032800801349984,1.5463851504099992,-0.41587638765445456
adaptive_market_style,2023-06-19,2025-07-28,0.9041155135949984,1.5463851504099992,-0.4153361383771135
adaptive_market_style,2023-06-19,2025-08-20,0.9060701906349984,1.5463851504099992,-0.41407210849459564
adaptive_market_style,2023-06-19,2025-07-21,0.9101813660449984,1.5463851504099992,-0.41141353704562
